36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
16:40:32.0 (42945897)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
16:40:32.0 (42962607)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
16:40:32.0 (42973208)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
16:40:32.0 (43194845)|DUPLICATE_DETECTION_END
16:40:32.0 (43203137)|CODE_UNIT_FINISHED|DuplicateDetector
16:40:32.0 (71897706)|DML_END|[7]
16:40:32.0 (71929745)|STATEMENT_EXECUTE|[10]
16:40:32.0 (71940275)|VARIABLE_SCOPE_BEGIN|[10]|cont1Before|Contact|true|false
16:40:32.0 (71983318)|VARIABLE_ASSIGNMENT|[10]|cont1Before|{"LastName":"TestContact1","Points__c":10,"Id":"003f400000PuV7ZAAV"}|0x61cf59e5
16:40:32.0 (71991728)|STATEMENT_EXECUTE|[11]
16:40:32.0 (72057822)|USER_DEBUG|[11]|DEBUG|003f400000PuV7ZAAV
16:40:32.0 (72070205)|STATEMENT_EXECUTE|[12]
16:40:32.0 (72128977)|HEAP_ALLOCATE|[12]|Bytes:4
16:40:32.0 (90269505)|HEAP_ALLOCATE|[12]|Bytes:9
16:40:32.0 (91779589)|VARIABLE_ASSIGNMENT|[12]|this.Name|"TestTask1"|0x7a6286d2
16:40:32.0 (91794287)|HEAP_ALLOCATE|[12]|Bytes:5
16:40:32.0 (91820905)|VARIABLE_ASSIGNMENT|[12]|this.Type__c|"Daily"|0x7a6286d2
16:40:32.0 (91856421)|VARIABLE_ASSIGNMENT|[12]|this.Contact__c|"003f400000PuV7ZAAV"|0x7a6286d2
16:40:32.0 (91865505)|HEAP_ALLOCATE|[12]|Bytes:3
16:40:32.0 (91880791)|VARIABLE_ASSIGNMENT|[12]|this.Status__c|"New"|0x7a6286d2
16:40:32.0 (91887694)|HEAP_ALLOCATE|[12]|Bytes:4
16:40:32.0 (91900824)|VARIABLE_ASSIGNMENT|[12]|this.Difficulty__c|"Hard"|0x7a6286d2
16:40:32.0 (91935107)|VARIABLE_SCOPE_BEGIN|[12]|task|HTask__c|true|false
16:40:32.0 (91954206)|VARIABLE_ASSIGNMENT|[12]|task|{"Name":"TestTask1","Type__c":"Daily","Contact__c":"003f400000PuV7ZAAV","Status__c":"New","Difficulty__c":"Hard"}|0x7a6286d2
16:40:32.0 (91962156)|STATEMENT_EXECUTE|[13]
16:40:32.0 (91987420)|HEAP_ALLOCATE|[13]|Bytes:8
16:40:32.0 (92000017)|DML_BEGIN|[13]|Op:Upsert|Type:HTask__c|Rows:1
16:40:32.0 (92039106)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.0 (103229023)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:new
16:40:32.0 (103246651)|VALIDATION_RULE|03df40000002ejE|ContactRequired
16:40:32.0 (103369542)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000PuV7Z
16:40:32.0 (103379330)|VALIDATION_PASS
16:40:32.0 (103381772)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
16:40:32.0 (103446620)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
16:40:32.0 (103453155)|VALIDATION_PASS
16:40:32.0 (103454881)|VALIDATION_RULE|03df40000002bNN|StatusNone
16:40:32.0 (103539556)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=New
16:40:32.0 (103546074)|VALIDATION_PASS
16:40:32.0 (103629683)|CODE_UNIT_FINISHED|Validation:HTask:new
16:40:32.0 (123524578)|DML_END|[13]
16:40:32.0 (123554403)|STATEMENT_EXECUTE|[15]
16:40:32.0 (123562626)|HEAP_ALLOCATE|[15]|Bytes:70
16:40:32.0 (123584274)|HEAP_ALLOCATE|[15]|Bytes:4
16:40:32.0 (123818831)|SOQL_EXECUTE_BEGIN|[15]|Aggregations:0|SELECT Id, Status__c, Points__c FROM HTask__c WHERE Name = 'TestTask1'
16:40:32.0 (135964850)|SOQL_EXECUTE_END|[15]|Rows:1
16:40:32.0 (135999366)|HEAP_ALLOCATE|[15]|Bytes:8
16:40:32.0 (136018054)|HEAP_ALLOCATE|[15]|Bytes:94
16:40:32.0 (136184024)|HEAP_ALLOCATE|[15]|Bytes:8
16:40:32.0 (136205660)|HEAP_ALLOCATE|[15]|Bytes:34
16:40:32.0 (136364950)|HEAP_ALLOCATE|[15]|Bytes:16
16:40:32.0 (136411503)|VARIABLE_ASSIGNMENT|[15]|task|{"Id":"a00f4000009XCPpAAO","Status__c":"New","Points__c":2.50}|0x45ff546a
16:40:32.0 (136421712)|STATEMENT_EXECUTE|[16]
16:40:32.0 (136426318)|HEAP_ALLOCATE|[16]|Bytes:9
16:40:32.0 (136482647)|VARIABLE_ASSIGNMENT|[16]|this.Status__c|"Completed"|0x45ff546a
16:40:32.0 (136492283)|STATEMENT_EXECUTE|[17]
16:40:32.0 (136529030)|HEAP_ALLOCATE|[17]|Bytes:8
16:40:32.0 (136543385)|DML_BEGIN|[17]|Op:Upsert|Type:HTask__c|Rows:1
16:40:32.0 (136576644)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.0 (143048455)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:a00f4000009XCPp
16:40:32.0 (143071180)|VALIDATION_RULE|03df40000002ejE|ContactRequired
16:40:32.0 (143153022)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000PuV7Z
16:40:32.0 (143161216)|VALIDATION_PASS
16:40:32.0 (143163614)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
16:40:32.0 (143227995)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
16:40:32.0 (143234554)|VALIDATION_PASS
16:40:32.0 (143236435)|VALIDATION_RULE|03df40000002bNN|StatusNone
16:40:32.0 (143330285)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=Completed
16:40:32.0 (143337242)|VALIDATION_PASS
16:40:32.0 (143411619)|CODE_UNIT_FINISHED|Validation:HTask:a00f4000009XCPp
16:40:32.0 (154394206)|CODE_UNIT_STARTED|[EXTERNAL]|01qf4000001HypC|completeHTaskTrigger on HTask trigger event AfterUpdate
16:40:32.0 (154441106)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.0 (154474142)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.0 (154583943)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
16:40:32.0 (154599264)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
16:40:32.0 (154676165)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x519b1758
16:40:32.0 (154733068)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
16:40:32.0 (154750839)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
16:40:32.0 (154771165)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x519b1758
16:40:32.0 (154779844)|STATEMENT_EXECUTE|[1]
16:40:32.0 (154782326)|STATEMENT_EXECUTE|[3]
16:40:32.0 (154786364)|HEAP_ALLOCATE|[3]|Bytes:99
16:40:32.0 (154801113)|HEAP_ALLOCATE|[3]|Bytes:4
16:40:32.0 (154812762)|HEAP_ALLOCATE|[3]|Bytes:7
16:40:32.0 (155502040)|SOQL_EXECUTE_BEGIN|[3]|Aggregations:0|SELECT Id, Contact__c, Type__c, Status__c, DueDate__c, Points__c FROM HTask__c WHERE Id IN :tmpVar1
16:40:32.0 (162149086)|SOQL_EXECUTE_END|[3]|Rows:1
16:40:32.0 (162176771)|HEAP_ALLOCATE|[3]|Bytes:8
16:40:32.0 (162195010)|HEAP_ALLOCATE|[3]|Bytes:148
16:40:32.0 (162223487)|HEAP_ALLOCATE|[3]|Bytes:8
16:40:32.0 (162249762)|HEAP_ALLOCATE|[3]|Bytes:24
16:40:32.0 (162315481)|VARIABLE_ASSIGNMENT|[3]|this.task|{"Id":"a00f4000009XCPpAAO","Contact__c":"003f400000PuV7ZAAV","Type__c":"Daily","Status__c":"Completed","Points__c":2.50}|0x519b1758
16:40:32.0 (162324783)|STATEMENT_EXECUTE|[5]
16:40:32.0 (162330814)|HEAP_ALLOCATE|[5]|Bytes:59
16:40:32.0 (162346258)|HEAP_ALLOCATE|[5]|Bytes:4
16:40:32.0 (162563043)|SOQL_EXECUTE_BEGIN|[5]|Aggregations:0|SELECT Id, Name, Points__c FROM Contact WHERE Id = :tmpVar1
16:40:32.0 (166383593)|SOQL_EXECUTE_END|[5]|Rows:1
16:40:32.0 (166403371)|HEAP_ALLOCATE|[5]|Bytes:8
16:40:32.0 (166416169)|HEAP_ALLOCATE|[5]|Bytes:98
16:40:32.0 (166461742)|HEAP_ALLOCATE|[5]|Bytes:8
16:40:32.0 (166473815)|HEAP_ALLOCATE|[5]|Bytes:33
16:40:32.0 (166512439)|HEAP_ALLOCATE|[5]|Bytes:16
16:40:32.0 (166544372)|VARIABLE_ASSIGNMENT|[5]|this.conta|{"Id":"003f400000PuV7ZAAV","Name":"TestContact1","Points__c":10}|0x519b1758
16:40:32.0 (166575590)|HEAP_ALLOCATE|[7]|Bytes:5
16:40:32.0 (166603950)|STATEMENT_EXECUTE|[19]
16:40:32.0 (166697684)|STATEMENT_EXECUTE|[20]
16:40:32.0 (166700393)|STATEMENT_EXECUTE|[21]
16:40:32.0 (166790907)|HEAP_ALLOCATE|[21]|Bytes:28
16:40:32.0 (166847498)|VARIABLE_ASSIGNMENT|[21]|this.Points__c|12.50|0x72778a30
16:40:32.0 (166854600)|STATEMENT_EXECUTE|[23]
16:40:32.0 (166880754)|HEAP_ALLOCATE|[23]|Bytes:8
16:40:32.0 (166894185)|DML_BEGIN|[23]|Op:Update|Type:Contact|Rows:1
16:40:32.0 (166922370)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.0 (170875986)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
16:40:32.0 (170894040)|DUPLICATE_DETECTION_BEGIN
16:40:32.0 (170953853)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:UPDATE
16:40:32.0 (171022880)|DUPLICATE_DETECTION_END
16:40:32.0 (171028714)|CODE_UNIT_FINISHED|DuplicateDetector
16:40:32.0 (184390084)|DML_END|[23]
16:40:32.184 (184422737)|CUMULATIVE_LIMIT_USAGE
16:40:32.184 (184422737)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.184 (184422737)|TESTING_LIMITS
16:40:32.184 (184422737)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 3 out of 100
  Number of query rows: 3 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.184 (184422737)|CUMULATIVE_LIMIT_USAGE_END

16:40:32.0 (185301620)|CODE_UNIT_FINISHED|completeHTaskTrigger on HTask trigger event AfterUpdate
16:40:32.0 (185649486)|DML_END|[17]
16:40:32.0 (185667979)|STATEMENT_EXECUTE|[19]
16:40:32.0 (185675362)|HEAP_ALLOCATE|[19]|Bytes:65
16:40:32.0 (185700877)|HEAP_ALLOCATE|[19]|Bytes:4
16:40:32.0 (185911508)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:0|SELECT Id, Points__c FROM Contact WHERE LastName = 'TestContact1'
16:40:32.0 (190747961)|SOQL_EXECUTE_END|[19]|Rows:1
16:40:32.0 (190776215)|HEAP_ALLOCATE|[19]|Bytes:8
16:40:32.0 (190794209)|HEAP_ALLOCATE|[19]|Bytes:78
16:40:32.0 (190859150)|HEAP_ALLOCATE|[19]|Bytes:8
16:40:32.0 (190896981)|HEAP_ALLOCATE|[19]|Bytes:12
16:40:32.0 (190909562)|VARIABLE_SCOPE_BEGIN|[19]|cont1After|Contact|true|false
16:40:32.0 (190956174)|VARIABLE_ASSIGNMENT|[19]|cont1After|{"Id":"003f400000PuV7ZAAV","Points__c":12.5}|0x57a5b744
16:40:32.0 (190965508)|STATEMENT_EXECUTE|[20]
16:40:32.0 (190984569)|METHOD_ENTRY|[20]||System.Test.stopTest()
16:40:32.0 (191945880)|METHOD_EXIT|[20]||System.Test.stopTest()
16:40:32.0 (191954802)|STATEMENT_EXECUTE|[21]
16:40:32.0 (191993675)|HEAP_ALLOCATE|[21]|Bytes:28
16:40:32.0 (192060473)|HEAP_ALLOCATE|[21]|Bytes:28
16:40:32.0 (192079749)|HEAP_ALLOCATE|[21]|Bytes:28
16:40:32.192 (192112644)|CUMULATIVE_LIMIT_USAGE
16:40:32.192 (192112644)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.192 (192112644)|TESTING_LIMITS
16:40:32.192 (192112644)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 4 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

16:40:32.192 (192112644)|CUMULATIVE_LIMIT_USAGE_END

16:40:32.0 (192159405)|CODE_UNIT_FINISHED|CompleteHTaskTriggerTest.completeDailyTask
16:40:32.0 (192860357)|EXECUTION_FINISHED
16:40:32.234 (234856866)|USER_INFO|[EXTERNAL]|005f4000002PiXT|amancebo.habitica@altimetrik.com|Argentine Time|GMT-03:00
16:40:32.234 (234879830)|EXECUTION_STARTED
16:40:32.234 (234883830)|CODE_UNIT_STARTED|[EXTERNAL]|01pf400000GkBRc|CompleteHTaskTriggerTest.completeTODOTask
16:40:32.234 (234985076)|HEAP_ALLOCATE|[72]|Bytes:3
16:40:32.234 (235007546)|HEAP_ALLOCATE|[77]|Bytes:152
16:40:32.234 (235020264)|HEAP_ALLOCATE|[342]|Bytes:408
16:40:32.234 (235035912)|HEAP_ALLOCATE|[355]|Bytes:408
16:40:32.234 (235053520)|HEAP_ALLOCATE|[467]|Bytes:48
16:40:32.234 (235077988)|HEAP_ALLOCATE|[139]|Bytes:6
16:40:32.234 (235090940)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:71
16:40:32.234 (235100776)|METHOD_ENTRY|[2]|01pf400000GkBRc|CompleteHTaskTriggerTest.CompleteHTaskTriggerTest()
16:40:32.234 (235109083)|STATEMENT_EXECUTE|[2]
16:40:32.234 (235114423)|STATEMENT_EXECUTE|[2]
16:40:32.234 (235118497)|METHOD_EXIT|[2]|CompleteHTaskTriggerTest
16:40:32.234 (235134512)|HEAP_ALLOCATE|[50]|Bytes:5
16:40:32.234 (235149425)|HEAP_ALLOCATE|[56]|Bytes:5
16:40:32.234 (235156296)|HEAP_ALLOCATE|[64]|Bytes:7
16:40:32.234 (235181316)|STATEMENT_EXECUTE|[24]
16:40:32.234 (235183749)|STATEMENT_EXECUTE|[25]
16:40:32.234 (235192252)|HEAP_ALLOCATE|[25]|Bytes:63
16:40:32.234 (235198940)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
16:40:32.234 (235202738)|STATEMENT_EXECUTE|[1]
16:40:32.234 (235208307)|SYSTEM_METHOD_EXIT|[1]|Test
16:40:32.234 (235218390)|METHOD_ENTRY|[25]||System.Test.startTest()
16:40:32.234 (236243555)|METHOD_EXIT|[25]||System.Test.startTest()
16:40:32.234 (236255217)|STATEMENT_EXECUTE|[26]
16:40:32.234 (236291767)|HEAP_ALLOCATE|[26]|Bytes:4
16:40:32.234 (236312800)|HEAP_ALLOCATE|[26]|Bytes:12
16:40:32.234 (236370205)|VARIABLE_ASSIGNMENT|[26]|this.LastName|"TestContact2"|0x7a12b22f
16:40:32.234 (236414701)|HEAP_ALLOCATE|[26]|Bytes:28
16:40:32.234 (236422076)|HEAP_ALLOCATE|[26]|Bytes:28
16:40:32.234 (236454807)|VARIABLE_ASSIGNMENT|[26]|this.Points__c|10|0x7a12b22f
16:40:32.234 (236497112)|VARIABLE_SCOPE_BEGIN|[26]|cont2|Contact|true|false
16:40:32.234 (236526524)|VARIABLE_ASSIGNMENT|[26]|cont2|{"LastName":"TestContact2","Points__c":10}|0x7a12b22f
16:40:32.234 (236536096)|STATEMENT_EXECUTE|[27]
16:40:32.234 (236566686)|HEAP_ALLOCATE|[27]|Bytes:8
16:40:32.234 (236580902)|DML_BEGIN|[27]|Op:Upsert|Type:Contact|Rows:1
16:40:32.234 (236617333)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.234 (238407684)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
16:40:32.234 (238423167)|DUPLICATE_DETECTION_BEGIN
16:40:32.234 (238484418)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:INSERT
16:40:32.234 (252086545)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
16:40:32.234 (252116217)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
16:40:32.234 (252131807)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
16:40:32.234 (252142238)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
16:40:32.234 (252367892)|DUPLICATE_DETECTION_END
16:40:32.234 (252378202)|CODE_UNIT_FINISHED|DuplicateDetector
16:40:32.234 (266746319)|DML_END|[27]
16:40:32.234 (266780564)|STATEMENT_EXECUTE|[29]
16:40:32.234 (266790211)|HEAP_ALLOCATE|[29]|Bytes:71
16:40:32.234 (266814791)|HEAP_ALLOCATE|[29]|Bytes:4
16:40:32.234 (267021702)|SOQL_EXECUTE_BEGIN|[29]|Aggregations:0|SELECT Id, Name, Points__c FROM Contact WHERE LastName = 'TestContact2'
16:40:32.234 (271896814)|SOQL_EXECUTE_END|[29]|Rows:1
16:40:32.234 (271920059)|HEAP_ALLOCATE|[29]|Bytes:8
16:40:32.234 (271939315)|HEAP_ALLOCATE|[29]|Bytes:98
16:40:32.234 (271975797)|HEAP_ALLOCATE|[29]|Bytes:8
16:40:32.234 (271988562)|HEAP_ALLOCATE|[29]|Bytes:33
16:40:32.234 (272004073)|HEAP_ALLOCATE|[29]|Bytes:16
16:40:32.234 (272013366)|VARIABLE_SCOPE_BEGIN|[29]|cont2Before|Contact|true|false
16:40:32.234 (272042925)|VARIABLE_ASSIGNMENT|[29]|cont2Before|{"Id":"003f400000PuV7aAAF","Name":"TestContact2","Points__c":10}|0x628ac927
16:40:32.234 (272050562)|STATEMENT_EXECUTE|[31]
16:40:32.234 (272071790)|HEAP_ALLOCATE|[31]|Bytes:4
16:40:32.234 (272088619)|HEAP_ALLOCATE|[31]|Bytes:9
16:40:32.234 (272123074)|VARIABLE_ASSIGNMENT|[31]|this.Name|"TestTask2"|0x1b80c605
16:40:32.234 (272130335)|HEAP_ALLOCATE|[31]|Bytes:18
16:40:32.234 (272146108)|HEAP_ALLOCATE|[31]|Bytes:4
16:40:32.234 (272163814)|VARIABLE_ASSIGNMENT|[31]|this.RecordTypeId|"012f4000000FSbYAAW"|0x1b80c605
16:40:32.234 (272171203)|HEAP_ALLOCATE|[31]|Bytes:5
16:40:32.234 (272186235)|VARIABLE_ASSIGNMENT|[31]|this.Type__c|"TO-DO"|0x1b80c605
16:40:32.234 (272193155)|HEAP_ALLOCATE|[31]|Bytes:3
16:40:32.234 (272206045)|VARIABLE_ASSIGNMENT|[31]|this.Status__c|"New"|0x1b80c605
16:40:32.234 (272231405)|VARIABLE_ASSIGNMENT|[31]|this.Contact__c|"003f400000PuV7aAAF"|0x1b80c605
16:40:32.234 (272238573)|HEAP_ALLOCATE|[31]|Bytes:4
16:40:32.234 (272251312)|VARIABLE_ASSIGNMENT|[31]|this.Difficulty__c|"Hard"|0x1b80c605
16:40:32.234 (272257242)|HEAP_ALLOCATE|[31]|Bytes:8
16:40:32.234 (272345380)|HEAP_ALLOCATE|[31]|Bytes:4
16:40:32.234 (272389395)|VARIABLE_ASSIGNMENT|[31]|this.DueDate__c|"2018-06-06T00:00:00.000Z"|0x1b80c605
16:40:32.234 (272416793)|VARIABLE_SCOPE_BEGIN|[31]|task|HTask__c|true|false
16:40:32.234 (272438274)|VARIABLE_ASSIGNMENT|[31]|task|{"Name":"TestTask2","RecordTypeId":"012f4000000FSbYAAW","Type__c":"TO-DO","Status__c":"New","Contact__c":"003f400000PuV7aAAF","Difficulty__c":"Hard","DueDate__c":"2018-06-06T00:00:00.000Z"}|0x1b80c605
16:40:32.234 (272445971)|STATEMENT_EXECUTE|[32]
16:40:32.234 (272466626)|HEAP_ALLOCATE|[32]|Bytes:8
16:40:32.234 (272477235)|DML_BEGIN|[32]|Op:Upsert|Type:HTask__c|Rows:1
16:40:32.234 (272506541)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
16:40:32.234 (275633473)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:new
16:40:32.234 (275646260)|VALIDATION_RULE|03df40000002ejE|ContactRequired
16:40:32.234 (275730185)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000PuV7a
16:40:32.234 (275737815)|VALIDATION_PASS
16:40:32.234 (275740138)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
