36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:35:28.0 (3144026)|VARIABLE_SCOPE_BEGIN|[6]|cont1|Contact|true|false
11:35:28.0 (3175206)|VARIABLE_ASSIGNMENT|[6]|cont1|{"LastName":"TestContact1","Points__c":10}|0x42ac7cf3
11:35:28.0 (3182978)|STATEMENT_EXECUTE|[7]
11:35:28.0 (3206632)|HEAP_ALLOCATE|[7]|Bytes:8
11:35:28.0 (3216953)|DML_BEGIN|[7]|Op:Upsert|Type:Contact|Rows:1
11:35:28.0 (3242592)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:35:28.0 (14845146)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
11:35:28.0 (14873914)|DUPLICATE_DETECTION_BEGIN
11:35:28.0 (15728932)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:INSERT
11:35:28.0 (39871194)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
11:35:28.0 (39892705)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
11:35:28.0 (39903325)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
11:35:28.0 (39909395)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
11:35:28.0 (40044598)|DUPLICATE_DETECTION_END
11:35:28.0 (40052024)|CODE_UNIT_FINISHED|DuplicateDetector
11:35:28.0 (68363108)|DML_END|[7]
11:35:28.0 (68389448)|STATEMENT_EXECUTE|[9]
11:35:28.0 (68396500)|HEAP_ALLOCATE|[9]|Bytes:71
11:35:28.0 (68420261)|HEAP_ALLOCATE|[9]|Bytes:4
11:35:28.0 (68602573)|SOQL_EXECUTE_BEGIN|[9]|Aggregations:0|SELECT Id, Name, Points__c FROM Contact WHERE LastName = 'TestContact1'
11:35:28.0 (74705339)|SOQL_EXECUTE_END|[9]|Rows:1
11:35:28.0 (74733038)|HEAP_ALLOCATE|[9]|Bytes:8
11:35:28.0 (74749639)|HEAP_ALLOCATE|[9]|Bytes:98
11:35:28.0 (74821282)|HEAP_ALLOCATE|[9]|Bytes:8
11:35:28.0 (74836632)|HEAP_ALLOCATE|[9]|Bytes:33
11:35:28.0 (74868103)|HEAP_ALLOCATE|[9]|Bytes:16
11:35:28.0 (74878468)|VARIABLE_SCOPE_BEGIN|[9]|cont1Before|Contact|true|false
11:35:28.0 (74913323)|VARIABLE_ASSIGNMENT|[9]|cont1Before|{"Id":"003f400000Pu07MAAR","Name":"TestContact1","Points__c":10}|0x5b44e569
11:35:28.0 (74923255)|STATEMENT_EXECUTE|[11]
11:35:28.0 (74953597)|HEAP_ALLOCATE|[11]|Bytes:4
11:35:28.0 (75003117)|HEAP_ALLOCATE|[11]|Bytes:9
11:35:28.0 (75036114)|VARIABLE_ASSIGNMENT|[11]|this.Name|"TestTask1"|0x3c399320
11:35:28.0 (75043505)|HEAP_ALLOCATE|[11]|Bytes:5
11:35:28.0 (75060996)|VARIABLE_ASSIGNMENT|[11]|this.Type__c|"Daily"|0x3c399320
11:35:28.0 (75100832)|VARIABLE_ASSIGNMENT|[11]|this.Contact__c|"003f400000Pu07MAAR"|0x3c399320
11:35:28.0 (75108310)|HEAP_ALLOCATE|[11]|Bytes:3
11:35:28.0 (75122347)|VARIABLE_ASSIGNMENT|[11]|this.Status__c|"New"|0x3c399320
11:35:28.0 (75128349)|HEAP_ALLOCATE|[11]|Bytes:4
11:35:28.0 (75140035)|VARIABLE_ASSIGNMENT|[11]|this.Difficulty__c|"Hard"|0x3c399320
11:35:28.0 (75157793)|VARIABLE_SCOPE_BEGIN|[11]|task|HTask__c|true|false
11:35:28.0 (75182445)|VARIABLE_ASSIGNMENT|[11]|task|{"Name":"TestTask1","Type__c":"Daily","Contact__c":"003f400000Pu07MAAR","Status__c":"New","Difficulty__c":"Hard"}|0x3c399320
11:35:28.0 (75189151)|STATEMENT_EXECUTE|[12]
11:35:28.0 (75213391)|HEAP_ALLOCATE|[12]|Bytes:8
11:35:28.0 (75223194)|DML_BEGIN|[12]|Op:Upsert|Type:HTask__c|Rows:1
11:35:28.0 (75253123)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:35:28.0 (88619612)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:new
11:35:28.0 (88638776)|VALIDATION_RULE|03df40000002ejE|ContactRequired
11:35:28.0 (88754037)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000Pu07M
11:35:28.0 (88762062)|VALIDATION_PASS
11:35:28.0 (88764800)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
11:35:28.0 (88824967)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
11:35:28.0 (88831661)|VALIDATION_PASS
11:35:28.0 (88833334)|VALIDATION_RULE|03df40000002bNN|StatusNone
11:35:28.0 (88916390)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=New
11:35:28.0 (88922803)|VALIDATION_PASS
11:35:28.0 (88987213)|CODE_UNIT_FINISHED|Validation:HTask:new
11:35:28.0 (106352726)|DML_END|[12]
11:35:28.0 (106389008)|STATEMENT_EXECUTE|[14]
11:35:28.0 (106399190)|HEAP_ALLOCATE|[14]|Bytes:70
11:35:28.0 (106430669)|HEAP_ALLOCATE|[14]|Bytes:4
11:35:28.0 (106650873)|SOQL_EXECUTE_BEGIN|[14]|Aggregations:0|SELECT Id, Status__c, Points__c FROM HTask__c WHERE Name = 'TestTask1'
11:35:28.0 (118888524)|SOQL_EXECUTE_END|[14]|Rows:1
11:35:28.0 (118918241)|HEAP_ALLOCATE|[14]|Bytes:8
11:35:28.0 (118935295)|HEAP_ALLOCATE|[14]|Bytes:94
11:35:28.0 (118978054)|HEAP_ALLOCATE|[14]|Bytes:8
11:35:28.0 (118994184)|HEAP_ALLOCATE|[14]|Bytes:34
11:35:28.0 (119028034)|HEAP_ALLOCATE|[14]|Bytes:16
11:35:28.0 (119063266)|VARIABLE_ASSIGNMENT|[14]|task|{"Id":"a00f4000009W3eQAAS","Status__c":"New","Points__c":2.50}|0x14323e23
11:35:28.0 (119073722)|STATEMENT_EXECUTE|[15]
11:35:28.0 (119077882)|HEAP_ALLOCATE|[15]|Bytes:9
11:35:28.0 (119143991)|VARIABLE_ASSIGNMENT|[15]|this.Status__c|"Completed"|0x14323e23
11:35:28.0 (119151673)|STATEMENT_EXECUTE|[16]
11:35:28.0 (119188544)|HEAP_ALLOCATE|[16]|Bytes:8
11:35:28.0 (119198867)|DML_BEGIN|[16]|Op:Upsert|Type:HTask__c|Rows:1
11:35:28.0 (119229991)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:35:28.0 (124489278)|CODE_UNIT_STARTED|[EXTERNAL]|Validation:HTask:a00f4000009W3eQ
11:35:28.0 (124508959)|VALIDATION_RULE|03df40000002ejE|ContactRequired
11:35:28.0 (124595559)|VALIDATION_FORMULA|ISBLANK(Contact__c)|Contact__c=003f400000Pu07M
11:35:28.0 (124603140)|VALIDATION_PASS
11:35:28.0 (124605389)|VALIDATION_RULE|03df40000002ejO|DificultyRequired
11:35:28.0 (124664199)|VALIDATION_FORMULA|ISBLANK(TEXT(Difficulty__c))|Difficulty__c=Hard
11:35:28.0 (124670476)|VALIDATION_PASS
11:35:28.0 (124672138)|VALIDATION_RULE|03df40000002bNN|StatusNone
11:35:28.0 (124765256)|VALIDATION_FORMULA|TEXT(Status__c) <> 'New'  
&& TEXT(Status__c) <> 'In Progress'
&& TEXT(Status__c) <> 'Completed'|Status__c=Completed
11:35:28.0 (124771583)|VALIDATION_PASS
11:35:28.0 (124831578)|CODE_UNIT_FINISHED|Validation:HTask:a00f4000009W3eQ
11:35:28.0 (135528250)|CODE_UNIT_STARTED|[EXTERNAL]|01qf4000001HypC|completeHTaskTrigger on HTask trigger event AfterUpdate
11:35:28.0 (135568277)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:35:28.0 (135592181)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:35:28.0 (135685725)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:10
11:35:28.0 (135706775)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:35:28.0 (135715639)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
11:35:28.0 (135754963)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x15127746
11:35:28.0 (135800537)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:35:28.0 (135809151)|VARIABLE_SCOPE_BEGIN|[1]|this|completeHTaskTrigger|true|false
11:35:28.0 (135823023)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x15127746
11:35:28.0 (135831778)|STATEMENT_EXECUTE|[1]
11:35:28.0 (135834742)|STATEMENT_EXECUTE|[3]
11:35:28.0 (135838097)|HEAP_ALLOCATE|[3]|Bytes:99
11:35:28.0 (135853304)|HEAP_ALLOCATE|[3]|Bytes:4
11:35:28.0 (135864065)|HEAP_ALLOCATE|[3]|Bytes:7
11:35:28.0 (136457749)|SOQL_EXECUTE_BEGIN|[3]|Aggregations:0|SELECT Id, Contact__c, Type__c, Status__c, DueDate__c, Points__c FROM HTask__c WHERE Id IN :tmpVar1
11:35:28.0 (141763358)|SOQL_EXECUTE_END|[3]|Rows:1
11:35:28.0 (141788418)|HEAP_ALLOCATE|[3]|Bytes:8
11:35:28.0 (141807668)|HEAP_ALLOCATE|[3]|Bytes:148
11:35:28.0 (141834495)|HEAP_ALLOCATE|[3]|Bytes:8
11:35:28.0 (141863105)|HEAP_ALLOCATE|[3]|Bytes:24
11:35:28.0 (141909786)|VARIABLE_ASSIGNMENT|[3]|this.task|{"Id":"a00f4000009W3eQAAS","Contact__c":"003f400000Pu07MAAR","Type__c":"Daily","Status__c":"Completed","Points__c":2.50}|0x15127746
11:35:28.0 (141919160)|STATEMENT_EXECUTE|[5]
11:35:28.0 (141923711)|HEAP_ALLOCATE|[5]|Bytes:59
11:35:28.0 (141938549)|HEAP_ALLOCATE|[5]|Bytes:4
11:35:28.0 (142154301)|SOQL_EXECUTE_BEGIN|[5]|Aggregations:0|SELECT Id, Name, Points__c FROM Contact WHERE Id = :tmpVar1
11:35:28.0 (145617692)|SOQL_EXECUTE_END|[5]|Rows:1
11:35:28.0 (145651393)|HEAP_ALLOCATE|[5]|Bytes:8
11:35:28.0 (145669182)|HEAP_ALLOCATE|[5]|Bytes:98
11:35:28.0 (145708555)|HEAP_ALLOCATE|[5]|Bytes:8
11:35:28.0 (145740703)|HEAP_ALLOCATE|[5]|Bytes:16
11:35:28.0 (145792590)|VARIABLE_ASSIGNMENT|[5]|this.conta|{"Id":"003f400000Pu07MAAR","Name":"TestContact1","Points__c":10}|0x15127746
11:35:28.0 (145837975)|HEAP_ALLOCATE|[7]|Bytes:5
11:35:28.0 (145887686)|STATEMENT_EXECUTE|[21]
11:35:28.0 (145895179)|STATEMENT_EXECUTE|[22]
11:35:28.0 (145900150)|HEAP_ALLOCATE|[22]|Bytes:1
11:35:28.0 (145959910)|USER_DEBUG|[22]|DEBUG|1
11:35:28.0 (146113440)|STATEMENT_EXECUTE|[23]
11:35:28.0 (146117909)|STATEMENT_EXECUTE|[24]
11:35:28.0 (146125694)|HEAP_ALLOCATE|[24]|Bytes:1
11:35:28.0 (146151757)|USER_DEBUG|[24]|DEBUG|2
11:35:28.0 (146163777)|STATEMENT_EXECUTE|[25]
11:35:28.0 (146301248)|HEAP_ALLOCATE|[25]|Bytes:28
11:35:28.0 (146371455)|VARIABLE_ASSIGNMENT|[25]|this.Points__c|12.50|0x4253350d
11:35:28.0 (146381622)|STATEMENT_EXECUTE|[27]
11:35:28.0 (146414576)|HEAP_ALLOCATE|[27]|Bytes:8
11:35:28.0 (146432028)|DML_BEGIN|[27]|Op:Update|Type:Contact|Rows:1
11:35:28.0 (146473968)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:35:28.0 (151308703)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
11:35:28.0 (151334176)|DUPLICATE_DETECTION_BEGIN
11:35:28.0 (151414356)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:UPDATE
11:35:28.0 (151494160)|DUPLICATE_DETECTION_END
11:35:28.0 (151502817)|CODE_UNIT_FINISHED|DuplicateDetector
11:35:28.0 (167495176)|DML_END|[27]
11:35:28.167 (167535385)|CUMULATIVE_LIMIT_USAGE
11:35:28.167 (167535385)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:35:28.167 (167535385)|TESTING_LIMITS
11:35:28.167 (167535385)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 4 out of 100
  Number of query rows: 4 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:35:28.167 (167535385)|CUMULATIVE_LIMIT_USAGE_END

11:35:28.0 (168776178)|CODE_UNIT_FINISHED|completeHTaskTrigger on HTask trigger event AfterUpdate
11:35:28.0 (169182739)|DML_END|[16]
11:35:28.0 (169205200)|STATEMENT_EXECUTE|[18]
11:35:28.0 (169212164)|HEAP_ALLOCATE|[18]|Bytes:65
11:35:28.0 (169235471)|HEAP_ALLOCATE|[18]|Bytes:4
11:35:28.0 (169403068)|SOQL_EXECUTE_BEGIN|[18]|Aggregations:0|SELECT Id, Points__c FROM Contact WHERE LastName = 'TestContact1'
11:35:28.0 (174048670)|SOQL_EXECUTE_END|[18]|Rows:1
11:35:28.0 (174070934)|HEAP_ALLOCATE|[18]|Bytes:8
11:35:28.0 (174087459)|HEAP_ALLOCATE|[18]|Bytes:78
11:35:28.0 (174123031)|HEAP_ALLOCATE|[18]|Bytes:8
11:35:28.0 (174150537)|HEAP_ALLOCATE|[18]|Bytes:12
11:35:28.0 (174164676)|VARIABLE_SCOPE_BEGIN|[18]|cont1After|Contact|true|false
11:35:28.0 (174204786)|VARIABLE_ASSIGNMENT|[18]|cont1After|{"Id":"003f400000Pu07MAAR","Points__c":12.5}|0x106d2999
11:35:28.0 (174213991)|STATEMENT_EXECUTE|[19]
11:35:28.0 (174231727)|METHOD_ENTRY|[19]||System.Test.stopTest()
11:35:28.0 (175053085)|METHOD_EXIT|[19]||System.Test.stopTest()
11:35:28.0 (175061555)|STATEMENT_EXECUTE|[20]
11:35:28.0 (175154578)|HEAP_ALLOCATE|[20]|Bytes:28
11:35:28.0 (175182670)|HEAP_ALLOCATE|[20]|Bytes:28
11:35:28.175 (175215152)|CUMULATIVE_LIMIT_USAGE
11:35:28.175 (175215152)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:35:28.175 (175215152)|TESTING_LIMITS
11:35:28.175 (175215152)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 5 out of 100
  Number of query rows: 5 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 4 out of 150
  Number of DML rows: 4 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

11:35:28.175 (175215152)|CUMULATIVE_LIMIT_USAGE_END

11:35:28.0 (175254990)|CODE_UNIT_FINISHED|CompleteHTaskTriggerTest.completeDailyTask
11:35:28.0 (176066181)|EXECUTION_FINISHED
11:35:28.231 (231972107)|USER_INFO|[EXTERNAL]|005f4000002PiXT|amancebo.habitica@altimetrik.com|Argentine Time|GMT-03:00
11:35:28.231 (232009992)|EXECUTION_STARTED
11:35:28.231 (232014128)|CODE_UNIT_STARTED|[EXTERNAL]|01pf400000GkBRc|CompleteHTaskTriggerTest.completeTODOTask
11:35:28.231 (232135063)|HEAP_ALLOCATE|[72]|Bytes:3
11:35:28.231 (232165089)|HEAP_ALLOCATE|[77]|Bytes:152
11:35:28.231 (232186528)|HEAP_ALLOCATE|[342]|Bytes:408
11:35:28.231 (232203040)|HEAP_ALLOCATE|[355]|Bytes:408
11:35:28.231 (232217828)|HEAP_ALLOCATE|[467]|Bytes:48
11:35:28.231 (232242448)|HEAP_ALLOCATE|[139]|Bytes:6
11:35:28.231 (232256462)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:67
11:35:28.231 (232266993)|METHOD_ENTRY|[2]|01pf400000GkBRc|CompleteHTaskTriggerTest.CompleteHTaskTriggerTest()
11:35:28.231 (232273205)|STATEMENT_EXECUTE|[2]
11:35:28.231 (232278167)|STATEMENT_EXECUTE|[2]
11:35:28.231 (232281996)|METHOD_EXIT|[2]|CompleteHTaskTriggerTest
11:35:28.231 (232429953)|HEAP_ALLOCATE|[50]|Bytes:5
11:35:28.231 (232447502)|HEAP_ALLOCATE|[56]|Bytes:5
11:35:28.231 (232455767)|HEAP_ALLOCATE|[64]|Bytes:7
11:35:28.231 (232490051)|STATEMENT_EXECUTE|[23]
11:35:28.231 (232492637)|STATEMENT_EXECUTE|[24]
11:35:28.231 (232503107)|HEAP_ALLOCATE|[24]|Bytes:63
11:35:28.231 (232511077)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
11:35:28.231 (232514828)|STATEMENT_EXECUTE|[1]
11:35:28.231 (232520369)|SYSTEM_METHOD_EXIT|[1]|Test
11:35:28.231 (232530372)|METHOD_ENTRY|[24]||System.Test.startTest()
11:35:28.231 (233533341)|METHOD_EXIT|[24]||System.Test.startTest()
11:35:28.231 (233541683)|STATEMENT_EXECUTE|[25]
11:35:28.231 (233571483)|HEAP_ALLOCATE|[25]|Bytes:4
11:35:28.231 (233586922)|HEAP_ALLOCATE|[25]|Bytes:12
11:35:28.231 (233632548)|VARIABLE_ASSIGNMENT|[25]|this.LastName|"TestContact2"|0x458408cc
11:35:28.231 (233667949)|HEAP_ALLOCATE|[25]|Bytes:28
11:35:28.231 (233673100)|HEAP_ALLOCATE|[25]|Bytes:28
11:35:28.231 (233696951)|VARIABLE_ASSIGNMENT|[25]|this.Points__c|10|0x458408cc
11:35:28.231 (233725021)|VARIABLE_SCOPE_BEGIN|[25]|cont2|Contact|true|false
11:35:28.231 (233748037)|VARIABLE_ASSIGNMENT|[25]|cont2|{"LastName":"TestContact2","Points__c":10}|0x458408cc
11:35:28.231 (233754474)|STATEMENT_EXECUTE|[26]
11:35:28.231 (233777206)|HEAP_ALLOCATE|[26]|Bytes:8
11:35:28.231 (233787965)|DML_BEGIN|[26]|Op:Upsert|Type:Contact|Rows:1
11:35:28.231 (233814093)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:35:28.231 (235326929)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
11:35:28.231 (235344583)|DUPLICATE_DETECTION_BEGIN
11:35:28.231 (235400979)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0Bmf4000005NvDQ|DuplicateRuleName:Standard Contact Duplicate Rule|DmlType:INSERT
11:35:28.231 (249662304)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
11:35:28.231 (249684265)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
11:35:28.231 (249695200)|DUPLICATE_DETECTION_MATCH_INVOCATION_DETAILS|EntityType:Contact|ActionTaken:Allow_[Alert,Report]|DuplicateRecordIds:
11:35:28.231 (249701391)|DUPLICATE_DETECTION_MATCH_INVOCATION_SUMMARY|EntityType:Contact|NumRecordsToBeSaved:1|NumRecordsToBeSavedWithDuplicates:0|NumDuplicateRecordsFound:0
11:35:28.231 (249834872)|DUPLICATE_DETECTION_END
11:35:28.231 (249842088)|CODE_UNIT_FINISHED|DuplicateDetector
11:35:28.231 (271127012)|DML_END|[26]
11:35:28.231 (271155666)|STATEMENT_EXECUTE|[28]
11:35:28.231 (271162775)|HEAP_ALLOCATE|[28]|Bytes:71
11:35:28.231 (271195241)|HEAP_ALLOCATE|[28]|Bytes:4
11:35:28.231 (271373935)|SOQL_EXECUTE_BEGIN|[28]|Aggregations:0|SELECT Id, Name, Points__c FROM Contact WHERE LastName = 'TestContact2'
11:35:28.231 (289150902)|SOQL_EXECUTE_END|[28]|Rows:1
11:35:28.231 (289185103)|HEAP_ALLOCATE|[28]|Bytes:8
11:35:28.231 (289203739)|HEAP_ALLOCATE|[28]|Bytes:98
11:35:28.231 (289238453)|HEAP_ALLOCATE|[28]|Bytes:8
11:35:28.231 (289255148)|HEAP_ALLOCATE|[28]|Bytes:33
11:35:28.231 (289271506)|HEAP_ALLOCATE|[28]|Bytes:16
11:35:28.231 (289280881)|VARIABLE_SCOPE_BEGIN|[28]|cont2Before|Contact|true|false
11:35:28.231 (289311828)|VARIABLE_ASSIGNMENT|[28]|cont2Before|{"Id":"003f400000Pu07NAAR","Name":"TestContact2","Points__c":10}|0x3814390b
11:35:28.231 (289321400)|STATEMENT_EXECUTE|[30]
11:35:28.231 (289343466)|HEAP_ALLOCATE|[30]|Bytes:4
11:35:28.231 (289358711)|HEAP_ALLOCATE|[30]|Bytes:9
11:35:28.231 (289394549)|VARIABLE_ASSIGNMENT|[30]|this.Name|"TestTask2"|0x444696df
11:35:28.231 (289401989)|HEAP_ALLOCATE|[30]|Bytes:18
11:35:28.231 (289415423)|HEAP_ALLOCATE|[30]|Bytes:4
11:35:28.231 (289433912)|VARIABLE_ASSIGNMENT|[30]|this.RecordTypeId|"012f4000000FSbYAAW"|0x444696df
11:35:28.231 (289440742)|HEAP_ALLOCATE|[30]|Bytes:5
11:35:28.231 (289455552)|VARIABLE_ASSIGNMENT|[30]|this.Type__c|"TO-DO"|0x444696df
11:35:28.231 (289461798)|HEAP_ALLOCATE|[30]|Bytes:3
11:35:28.231 (289475122)|VARIABLE_ASSIGNMENT|[30]|this.Status__c|"New"|0x444696df
11:35:28.231 (289501406)|VARIABLE_ASSIGNMENT|[30]|this.Contact__c|"003f400000Pu07NAAR"|0x444696df
11:35:28.231 (289508002)|HEAP_ALLOCATE|[30]|Bytes:4
11:35:28.231 (289521491)|VARIABLE_ASSIGNMENT|[30]|this.Difficulty__c|"Hard"|0x444696df
11:35:28.231 (289545345)|VARIABLE_SCOPE_BEGIN|[30]|task|HTask__c|true|false
11:35:28.231 (289563201)|VARIABLE_ASSIGNMENT|[30]|task|{"Name":"TestTask2","RecordTypeId":"012f4000000FSbYAAW","Type__c":"TO-DO","Status__c":"New","Contact__c":"003f400000Pu07NAAR","Difficulty__c":"Hard"}|0x444696df
11:35:28.231 (289569793)|STATEMENT_EXECUTE|[31]
11:35:28.231 (289593934)|HEAP_ALLOCATE|[31]|Bytes:8
11:35:28.231 (289604208)|DML_BEGIN|[31]|Op:Upsert|Type:HTask__c|Rows:1
